orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Kutemeshi Ward,PRY Ube Pri Sch Miya Miya (1901162120),nSDC30bxTmd,PRY Ube Pri Sch Miya Miya (1901162120),1901162120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Ube Pri Sch New Saulawa (1901089120),ougz2ztlQMz,PRY Ube Pri Sch New Saulawa (1901089120),1901089120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Ube Pri Sch Rema (1901173120),xFDrDCb21SB,PRY Ube Pri Sch Rema (1901173120),1901173120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 3 Ward,PRY Ube Pri Sch Saulawa Nomadic (1901124120),GCqmR94KNtX,PRY Ube Pri Sch Saulawa Nomadic (1901124120),1901124120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Randagi Ward,PRY Ube Pri Sch Unguwan Damina (1901252121),AfEOl4btOav,PRY Ube Pri Sch Unguwan Damina (1901252121),1901252121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Ube Pri Sch Unguwan Dan Zuru (1901186120),sd2YKLNPQBY,PRY Ube Pri Sch Unguwan Dan Zuru (1901186120),1901186120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Ube Pri Sch Unguwan Dangado (1901182120),l8ezfRJ4ce8,PRY Ube Pri Sch Unguwan Dangado (1901182120),1901182120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Ube Pri Sch Unguwan Fulani (1901184120),BfVNOXHSTKz,PRY Ube Pri Sch Unguwan Fulani (1901184120),1901184120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Dogon Dawa Ward,PRY Ube Pri Sch Unguwan Kolo (1901254120),fejEgmd7aRM,PRY Ube Pri Sch Unguwan Kolo (1901254120),1901254120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 1 Ward,PRY Ube Pri Sch Unguwan Mailaka (1901158120),Md2fTAGJGOL,PRY Ube Pri Sch Unguwan Mailaka (1901158120),1901158120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Ube Pri Sch Unguwan Romo (1901193120),HyAvP3u8jJB,PRY Ube Pri Sch Unguwan Romo (1901193120),1901193120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Tabanni Ward,PRY Ube Pri Sch Unguwan Tama (1901194120),VB87L9vHzO1,PRY Ube Pri Sch Unguwan Tama (1901194120),1901194120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,kd Magajin Gari 2 Ward,PRY Ube Pri Sch Zaman Dagi (1901202120),ejGFMdURD4c,PRY Ube Pri Sch Zaman Dagi (1901202120),1901202120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Godo Godo Ward,PRY Ube Prim Sch Akwa Magami (1907143120),lgbHJ6WkpLE,PRY Ube Prim Sch Akwa Magami (1907143120),1907143120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Mah Ward,PRY Ube Primary Anguwan Dahiro (1915200100),PzGA1cbeG5X,PRY Ube Primary Anguwan Dahiro (1915200100),1915200100,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Iddah Ward,PRY Ube Primary Sch Kuchikau (1911213120),yYMJNG6ZWwg,PRY Ube Primary Sch Kuchikau (1911213120),1911213120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Ube Primary School A A Rufa'I (1905128120),q45tkzhwxRe,PRY Ube Primary School A A Rufa'I (1905128120),1905128120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Rumi Ward,PRY Ube Primary School A/L Yauran (1905103120),rq7ZArVQTax,PRY Ube Primary School A/L Yauran (1905103120),1905103120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Maigizo Ward,PRY Ube Primary School Aduna (V) (1907142120),AOf0xmuJwQP,PRY Ube Primary School Aduna (V) (1907142120),1907142120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Afaka Ward,PRY Ube Primary School Afaka Yamma (1904195120),WTlGI41TfMe,PRY Ube Primary School Afaka Yamma (1904195120),1904195120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,kd Ungwar Rimi Ward,PRY Ube Primary School Afana Daji (1922468151),MLyRn42Cqnz,PRY Ube Primary School Afana Daji (1922468151),1922468151,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Bondong Ward,PRY Ube Primary School Akuku (1912103120),mg3Hyx15xvy,PRY Ube Primary School Akuku (1912103120),1912103120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,kd Kasuwan Magani Ward,PRY Ube Primary School Akusha (1914132120),CrMUvPvMfrg,PRY Ube Primary School Akusha (1914132120),1914132120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Alhazawa (1918096120),uToX9ku4UuK,PRY Ube Primary School Alhazawa (1918096120),1918096120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Alin Isau (1905005121),fXRETS7j6qi,PRY Ube Primary School Alin Isau (1905005121),1905005121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Ube Primary School Alwalawa (1905145121),BAvoFD4jTF6,PRY Ube Primary School Alwalawa (1905145121),1905145121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Ube Primary School Amadu Ali (1905002120),lpHxqio1uST,PRY Ube Primary School Amadu Ali (1905002120),1905002120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ang Dawa (1905225120),t3YH3W6b6P6,PRY Ube Primary School Ang Dawa (1905225120),1905225120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Rumi Ward,PRY Ube Primary School Ang Duka (1905129120),jUlJyR56BI8,PRY Ube Primary School Ang Duka (1905129120),1905129120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Ube Primary School Ang Dungu (1905071120),ogo933LhwI1,PRY Ube Primary School Ang Dungu (1905071120),1905071120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ang Galadima (1905191121),cMottJsZgEz,PRY Ube Primary School Ang Galadima (1905191121),1905191121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Kinkiba Ward,PRY Ube Primary School Ang Hamida Kinkiba (1921116120),JK8kNReaGDN,PRY Ube Primary School Ang Hamida Kinkiba (1921116120),1921116120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kurmin Kogi Ward,PRY Ube Primary School Ang Lado (1905226120),ZpRva8o9Asy,PRY Ube Primary School Ang Lado (1905226120),1905226120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Ang Madaki (1905164121),WA2jzuYP7YP,PRY Ube Primary School Ang Madaki (1905164121),1905164121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ang Malam Yako (1905132120),iibGzg4Cl2v,PRY Ube Primary School Ang Malam Yako (1905132120),1905132120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ang Murtala Ii (1905072121),Hy8JNWMhueT,PRY Ube Primary School Ang Murtala Ii (1905072121),1905072121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ang Sada (1905238121),rlovbF2K3kG,PRY Ube Primary School Ang Sada (1905238121),1905238121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Rumi Ward,PRY Ube Primary School Ang Talle (1905020120),F9xRg1NjlIZ,PRY Ube Primary School Ang Talle (1905020120),1905020120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Ang Toka (1905148120),zkbxRSYr832,PRY Ube Primary School Ang Toka (1905148120),1905148120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Mayere Ward,PRY Ube Primary School Ang Waziri (1918203221),tRgBpuu2Vwc,PRY Ube Primary School Ang Waziri (1918203221),1918203221,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Ube Primary School Ang. Adamu (KD12300131),M3YIRgHWoK5,PRY Ube Primary School Ang. Adamu (KD12300131),KD12300131,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kauran Wali South Ward,PRY Ube Primary School Anguwan Dan Dabo (1916022120),ll6xP3qdcl0,PRY Ube Primary School Anguwan Dan Dabo (1916022120),1916022120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Garu Ward,PRY Ube Primary School Anguwan Danbirni (1916021120),y3iuSSVRjh6,PRY Ube Primary School Anguwan Danbirni (1916021120),1916021120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Doka Ward,PRY Ube Primary School Anguwan Daudu (1916080120),tnf7suETrBh,PRY Ube Primary School Anguwan Daudu (1916080120),1916080120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Zabi Ward (Kubau),PRY Ube Primary School Anguwan Ganji (1191510182),a85vbNXsQjh,PRY Ube Primary School Anguwan Ganji (1191510182),1191510182,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Doka Ward,PRY Ube Primary School Anguwan Garba (1916028120),yXia3LMJpyb,PRY Ube Primary School Anguwan Garba (1916028120),1916028120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Anguwan Liman Sharifai (1921093120),XQaycTJlLXA,PRY Ube Primary School Anguwan Liman Sharifai (1921093120),1921093120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kauran Wali North Ward,PRY Ube Primary School Anguwan Mai Takalmi (1916057120),ausqQCur4cI,PRY Ube Primary School Anguwan Mai Takalmi (1916057120),1916057120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Anguwan Maje (1921135120),Q1rZahlYO0H,PRY Ube Primary School Anguwan Maje (1921135120),1921135120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Garu Ward,PRY Ube Primary School Anguwan Makama (1921120120),MCxPwk1v3U4,PRY Ube Primary School Anguwan Makama (1921120120),1921120120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Turunku Ward,PRY Ube Primary School Anguwan Malam Chindo (1904210120),C5tSgOSFMZf,PRY Ube Primary School Anguwan Malam Chindo (1904210120),1904210120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Garu Ward,PRY Ube Primary School Anguwan Malamai (1916029120),H6jPB0pPmUV,PRY Ube Primary School Anguwan Malamai (1916029120),1916029120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Anguwan Mallam Sambo (1921228121),M8gjpMqaJlU,PRY Ube Primary School Anguwan Mallam Sambo (1921228121),1921228121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kudan Ward,PRY Ube Primary School Anguwan Masaka (1916016120),cWoKzWGX2DI,PRY Ube Primary School Anguwan Masaka (1916016120),1916016120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Garu Ward,PRY Ube Primary School Anguwan Sabon Layin Garu (1916093120),A8yKQM6cwIP,PRY Ube Primary School Anguwan Sabon Layin Garu (1916093120),1916093120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Tudun Wada Ward (Makarfi),PRY Ube Primary School Anguwan Sanda (1918116120),AVhmAUZrIHr,PRY Ube Primary School Anguwan Sanda (1918116120),1918116120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Gubuchi Ward,PRY Ube Primary School Anguwan Sarkin Yaki  (1918180134),hPVIfYgleh0,PRY Ube Primary School Anguwan Sarkin Yaki  (1918180134),1918180134,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Kudan Ward,PRY Ube Primary School Anguwan Tsamiya (1916086120),H4Tb5QE0Kaj,PRY Ube Primary School Anguwan Tsamiya (1916086120),1916086120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Anguwan Turaki (1921123120),GMs3FvMVk6F,PRY Ube Primary School Anguwan Turaki (1921123120),1921123120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Garu Ward,PRY Ube Primary School Anguwan Waziri (1916036120),ftYQ0BocK9U,PRY Ube Primary School Anguwan Waziri (1916036120),1916036120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Chikun Ward,PRY Ube Primary School Angwan Aboki (1902214120),dgoMVZ87eqo,PRY Ube Primary School Angwan Aboki (1902214120),1902214120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Zuntu Ward,PRY Ube Primary School Angwan Bagayya (1915121120),pv0Xzyhby8q,PRY Ube Primary School Angwan Bagayya (1915121120),1915121120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Kerawa Ward,PRY Ube Primary School Angwan Bakoshi (1904266120),eY0pcIBkfIs,PRY Ube Primary School Angwan Bakoshi (1904266120),1904266120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Doka Ward (Kachia),PRY Ube Primary School Ankol (1908194120),XmiHaVNswe2,PRY Ube Primary School Ankol (1908194120),1908194120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Nduya Ward,PRY Ube Primary School Ankung Gida (1906116121),hbJT01tDVcV,PRY Ube Primary School Ankung Gida (1906116121),1906116121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Mayere Ward,PRY Ube Primary School Arabu (1918068120),xwKaMoLTWzo,PRY Ube Primary School Arabu (1918068120),1918068120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Taba Ward,PRY Ube Primary School Aruwaye (1916078120),X9KOHoo8mSk,PRY Ube Primary School Aruwaye (1916078120),1916078120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Manchok Ward,PRY Ube Primary School Atuka Moroa (1912091120),op2jREekwOZ,PRY Ube Primary School Atuka Moroa (1912091120),1912091120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Ayi Dakya'U (1905249123),ewmhjba4tXY,PRY Ube Primary School Ayi Dakya'U (1905249123),1905249123,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Baban Tata (1921220121),tEQ1G0Jli6U,PRY Ube Primary School Baban Tata (1921220121),1921220121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Hunkuyi Ward,PRY Ube Primary School Babban Gida (1916037120),I9NXP99bZ8Q,PRY Ube Primary School Babban Gida (1916037120),1916037120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Tudun Wada Ward (Makarfi),PRY Ube Primary School Babban Gida (1918017120),TUdtLJ6xHon,PRY Ube Primary School Babban Gida (1918017120),1918017120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Babban Udawa (1902727120),HfBBO1m5By4,PRY Ube Primary School Babban Udawa (1902727120),1902727120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Badna Gurso (1902266121),gZRJm5xyVO6,PRY Ube Primary School Badna Gurso (1902266121),1902266121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Badole (1902701121),RydVQIwP734,PRY Ube Primary School Badole (1902701121),1902701121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Chikun Ward,PRY Ube Primary School Bagha (1902135120),FpPgSvVX9Fn,PRY Ube Primary School Bagha (1902135120),1902135120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Mah Ward,PRY Ube Primary School Bahori (1915291120),KoTMWXLLlQS,PRY Ube Primary School Bahori (1915291120),1915291120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Bakin Bambami (1905023120),kLxc0zV7QqB,PRY Ube Primary School Bakin Bambami (1905023120),1905023120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Anchau Ward,PRY Ube Primary School Bakin Kasuwa Takalafia (1915303150),wkbxednVKGq,PRY Ube Primary School Bakin Kasuwa Takalafia (1915303150),1915303150,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Bakin Kogi Garu (1902136120),LmYQt4jKerx,PRY Ube Primary School Bakin Kogi Garu (1902136120),1902136120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kakau Ward,PRY Ube Primary School Bakin Liza (1902031120),WlzbwHMIict,PRY Ube Primary School Bakin Liza (1902031120),1902031120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Bakin Ziri (1905242123),Fyu5FNrVQOF,PRY Ube Primary School Bakin Ziri (1905242123),1905242123,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Gamagira Ward,PRY Ube Primary School Bangori (KD12300337),sabCzxSUr4T,PRY Ube Primary School Bangori (KD12300337),KD12300337,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Barde Ward,PRY Ube Primary School Barde (Ii) (1907149120),SHy1fjTJZCC,PRY Ube Primary School Barde (Ii) (1907149120),1907149120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Kwarau Ward,PRY Ube Primary School Barkono (1904045120),O1gNNlA1Uem,PRY Ube Primary School Barkono (1904045120),1904045120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kagoma Ward,PRY Ube Primary School Bilingh (1907288151),VGPrqzLPGIZ,PRY Ube Primary School Bilingh (1907288151),1907288151,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kaninkon Ward,PRY Ube Primary School Binzong (1907050121),TjPtzbWdpPZ,PRY Ube Primary School Binzong (1907050121),1907050121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
